word	log10(p)	rank
乃狄	   -4.8372	4452
彩色	   -4.8374	4453
戈登	   -4.8381	4454
享受	   -4.8385	4455
载火	   -4.8386	4456
务局	   -4.8389	4457
察局	   -4.8389	4458
皮耶	   -4.8391	4459
实力	   -4.8396	4460
探讨	   -4.8399	4461
架构	   -4.8403	4462
屏幕	   -4.8403	4463
供奉	   -4.8405	4464
挥官	   -4.8406	4465
流传	   -4.8410	4466
症状	   -4.8412	4467
哈哈	   -4.8415	4468
佳导	   -4.8418	4469
繁简	   -4.8420	4470
活性	   -4.8420	4471
评审	   -4.8420	4472
卷八	   -4.8428	4473
丁泉	   -4.8429	4474
案例	   -4.8431	4475
丘陵	   -4.8431	4476
透露	   -4.8431	4477
永昌	   -4.8435	4478
霍普	   -4.8436	4479
心率	   -4.8447	4480
哈密	   -4.8448	4481
腓力	   -4.8449	4482
句话	   -4.8450	4483
莫哈	   -4.8450	4484
拯救	   -4.8451	4485
复活	   -4.8452	4486
造像	   -4.8452	4487
远镜	   -4.8455	4488
飞船	   -4.8455	4489
财富	   -4.8457	4490
喀什	   -4.8458	4491
燃烧	   -4.8463	4492
回复	   -4.8463	4493
湘潭	   -4.8465	4494
兹别	   -4.8467	4495
赫伯	   -4.8469	4496
蜜蜂	   -4.8476	4497
冲击	   -4.8477	4498
迄今	   -4.8480	4499
现状	   -4.8483	4500
瑟琳	   -4.8484	4501
手枪	   -4.8485	4502
辨识	   -4.8487	4503
此类	   -4.8489	4504
际象	   -4.8491	4505
如沐	   -4.8493	4506
充满	   -4.8495	4507
斐迪	   -4.8496	4508
包围	   -4.8497	4509
帐户	   -4.8501	4510
紫色	   -4.8502	4511
青木	   -4.8503	4512
案馆	   -4.8504	4513
艾瑞	   -4.8511	4514
芙蓉	   -4.8513	4515
万诺	   -4.8514	4516
协杯	   -4.8514	4517
勇智	   -4.8521	4518
资助	   -4.8522	4519
故宫	   -4.8522	4520
咸阳	   -4.8522	4521
角奖	   -4.8522	4522
指责	   -4.8526	4523
神奇	   -4.8528	4524
情形	   -4.8528	4525
凯恩	   -4.8529	4526
盛典	   -4.8529	4527
洛佩	   -4.8530	4528
张姓	   -4.8530	4529
映像	   -4.8531	4530
莱坞	   -4.8531	4531
深深	   -4.8531	4532
音频	   -4.8533	4533
鱼雷	   -4.8535	4534
豆瓣	   -4.8537	4535
血鬼	   -4.8542	4536
产量	   -4.8543	4537
艾迪	   -4.8544	4538
我看	   -4.8545	4539
脂肪	   -4.8547	4540
跨越	   -4.8552	4541
牺牲	   -4.8563	4542
景泰	   -4.8564	4543
季节	   -4.8566	4544
染色	   -4.8567	4545
临近	   -4.8567	4546
从未	   -4.8568	4547
煤炭	   -4.8569	4548
孔雀	   -4.8569	4549
变形	   -4.8570	4550
纪末	   -4.8571	4551
族苗	   -4.8571	4552
琉璃	   -4.8572	4553
青团	   -4.8575	4554
塞勒	   -4.8580	4555
奖励	   -4.8581	4556
书店	   -4.8590	4557
曼彻	   -4.8591	4558
传递	   -4.8592	4559
字率	   -4.8592	4560
仙座	   -4.8592	4561
或调	   -4.8596	4562
红楼	   -4.8599	4563
莱顿	   -4.8600	4564
优先	   -4.8601	4565
早报	   -4.8601	4566
担心	   -4.8606	4567
蔡依	   -4.8606	4568
误译	   -4.8607	4569
少卿	   -4.8611	4570
轻轨	   -4.8618	4571
哪些	   -4.8621	4572
武藏	   -4.8623	4573
技艺	   -4.8624	4574
总管	   -4.8624	4575
発売	   -4.8629	4576
银川	   -4.8630	4577
普莱	   -4.8633	4578
侦察	   -4.8633	4579
编译	   -4.8636	4580
敏感	   -4.8642	4581
既然	   -4.8642	4582
宝石	   -4.8643	4583
寺庙	   -4.8645	4584
艾伯	   -4.8645	4585
徽章	   -4.8647	4586
垂直	   -4.8650	4587
清晰	   -4.8658	4588
塞俄	   -4.8661	4589
别墅	   -4.8661	4590
光禄	   -4.8661	4591
苣苔	   -4.8664	4592
近藤	   -4.8665	4593
玄宗	   -4.8667	4594
钓鱼	   -4.8669	4595
春卷	   -4.8670	4596
榜单	   -4.8675	4597
剪辑	   -4.8676	4598
肖恩	   -4.8676	4599
托勒	   -4.8676	4600
我就	   -4.8676	4601
伤害	   -4.8677	4602
逃亡	   -4.8680	4603
攻坚	   -4.8680	4604
光谱	   -4.8685	4605
休息	   -4.8686	4606
争论	   -4.8688	4607
干涉	   -4.8688	4608
契丹	   -4.8689	4609
依靠	   -4.8691	4610
摩崖	   -4.8691	4611
豆腐	   -4.8692	4612
跆拳	   -4.8698	4613
撤退	   -4.8702	4614
技巧	   -4.8703	4615
瑞恩	   -4.8706	4616
黎各	   -4.8707	4617
齐齐	   -4.8709	4618
苏达	   -4.8711	4619
混淆	   -4.8712	4620
策划	   -4.8712	4621
炎疫	   -4.8713	4622
混乱	   -4.8715	4623
具备	   -4.8720	4624
显然	   -4.8722	4625
宦官	   -4.8723	4626
唱歌	   -4.8725	4627
手术	   -4.8726	4628
携带	   -4.8727	4629
情绪	   -4.8727	4630
追赠	   -4.8728	4631
壁画	   -4.8732	4632
随即	   -4.8734	4633
清晨	   -4.8737	4634
描绘	   -4.8741	4635
济技	   -4.8743	4636
预防	   -4.8746	4637
神探	   -4.8747	4638
型冠	   -4.8748	4639
连云	   -4.8749	4640
起诉	   -4.8749	4641
调节	   -4.8751	4642
义务	   -4.8752	4643
歧视	   -4.8756	4644
荣获	   -4.8757	4645
历届	   -4.8761	4646
凯瑟	   -4.8762	4647
响应	   -4.8763	4648
雕刻	   -4.8765	4649
甲酸	   -4.8765	4650
棉花	   -4.8767	4651
辆段	   -4.8770	4652
敦煌	   -4.8774	4653
跟随	   -4.8776	4654
抚顺	   -4.8776	4655
反射	   -4.8782	4656
混音	   -4.8783	4657
病疫	   -4.8789	4658
反抗	   -4.8791	4659
配演	   -4.8791	4660
努瓦	   -4.8792	4661
字幕	   -4.8793	4662
船厂	   -4.8800	4663
奈川	   -4.8800	4664
阵亡	   -4.8806	4665
萄酒	   -4.8807	4666
街街	   -4.8811	4667
亥革	   -4.8815	4668
宇帆	   -4.8820	4669
神宗	   -4.8827	4670
召集	   -4.8828	4671
兼容	   -4.8831	4672
权威	   -4.8832	4673
脱贫	   -4.8834	4674
索菲	   -4.8839	4675
请问	   -4.8840	4676
息技	   -4.8840	4677
侯爵	   -4.8840	4678
卷九	   -4.8840	4679
击坑	   -4.8852	4680
乔纳	   -4.8854	4681
先驱	   -4.8856	4682
崇祯	   -4.8856	4683
勃艮	   -4.8857	4684
际关	   -4.8858	4685
铸币	   -4.8859	4686
茉莉	   -4.8860	4687
划单	   -4.8860	4688
齐哈	   -4.8867	4689
丹佛	   -4.8868	4690
摔跤	   -4.8868	4691
带低	   -4.8871	4692
迪纳	   -4.8872	4693
卷柯	   -4.8875	4694
番禺	   -4.8879	4695
带着	   -4.8887	4696
甜蜜	   -4.8888	4697
沉默	   -4.8890	4698
当今	   -4.8891	4699
盘胜	   -4.8891	4700
产权	   -4.8894	4701
各庄	   -4.8894	4702
毫无	   -4.8895	4703
陶瓷	   -4.8903	4704
观看	   -4.8903	4705
流程	   -4.8905	4706
石桥	   -4.8906	4707
瓦勒	   -4.8907	4708
情感	   -4.8908	4709
牧师	   -4.8910	4710
异常	   -4.8912	4711
片厂	   -4.8913	4712
苗栗	   -4.8913	4713
很难	   -4.8917	4714
始终	   -4.8918	4715
预选	   -4.8918	4716
狸藻	   -4.8920	4717
密苏	   -4.8922	4718
她们	   -4.8922	4719
终结	   -4.8924	4720
边疆	   -4.8924	4721
雷姆	   -4.8924	4722
泰坦	   -4.8925	4723
龙岗	   -4.8927	4724
福井	   -4.8927	4725
寻求	   -4.8928	4726
活塞	   -4.8930	4727
话题	   -4.8932	4728
千万	   -4.8933	4729
疯狂	   -4.8933	4730
辛庄	   -4.8934	4731
含义	   -4.8936	4732
托雷	   -4.8938	4733
好莱	   -4.8943	4734
旋律	   -4.8947	4735
笔误	   -4.8948	4736
宾馆	   -4.8953	4737
音楽	   -4.8963	4738
否认	   -4.8965	4739
音效	   -4.8967	4740
础设	   -4.8969	4741
茨堡	   -4.8970	4742
鲁迅	   -4.8971	4743
洪渐	   -4.8973	4744
归纳	   -4.8976	4745
检验	   -4.8977	4746
哈末	   -4.8980	4747
干支	   -4.8988	4748
藏传	   -4.8988	4749
肇庆	   -4.8989	4750
精确	   -4.8990	4751
义青	   -4.8992	4752
迪瓦	   -4.8994	4753
迁移	   -4.8995	4754
波旁	   -4.8998	4755
纳塔	   -4.8999	4756
堪萨	   -4.9000	4757
隐藏	   -4.9007	4758
演角	   -4.9012	4759
黑白	   -4.9013	4760
妈妈	   -4.9013	4761
夏朗	   -4.9013	4762
模范	   -4.9015	4763
恋爱	   -4.9020	4764
遵守	   -4.9022	4765
雷霆	   -4.9022	4766
受损	   -4.9023	4767
故障	   -4.9031	4768
激烈	   -4.9032	4769
找我	   -4.9032	4770
像说	   -4.9032	4771
刑警	   -4.9033	4772
报码	   -4.9033	4773
还包	   -4.9034	4774
秦皇	   -4.9035	4775
潍坊	   -4.9045	4776
造商	   -4.9052	4777
仙奴	   -4.9053	4778
康涅	   -4.9055	4779
终止	   -4.9055	4780
周六	   -4.9056	4781
师团	   -4.9056	4782
牌坊	   -4.9059	4783
节奏	   -4.9061	4784
石门	   -4.9065	4785
托洛	   -4.9067	4786
射箭	   -4.9070	4787
善意	   -4.9075	4788
涅狄	   -4.9079	4789
少量	   -4.9079	4790
沃洛	   -4.9079	4791
肌肉	   -4.9080	4792
牛座	   -4.9081	4793
防护	   -4.9084	4794
半导	   -4.9094	4795
贫攻	   -4.9098	4796
蔬菜	   -4.9099	4797
塑料	   -4.9101	4798
熟悉	   -4.9101	4799
紧张	   -4.9101	4800
川町	   -4.9101	4801
芒果	   -4.9103	4802
纳姆	   -4.9106	4803
遵义	   -4.9120	4804
辨率	   -4.9121	4805
黄浦	   -4.9121	4806
奇怪	   -4.9121	4807
处罚	   -4.9126	4808
埃弗	   -4.9130	4809
奇蹟	   -4.9139	4810
颗绕	   -4.9140	4811
夺取	   -4.9141	4812
钱币	   -4.9142	4813
沙托	   -4.9142	4814
陆续	   -4.9145	4815
陵墓	   -4.9145	4816
吉野	   -4.9146	4817
喜爱	   -4.9156	4818
厄瓜	   -4.9160	4819
张专	   -4.9163	4820
川郡	   -4.9164	4821
汉诺	   -4.9165	4822
信奉	   -4.9165	4823
配备	   -4.9167	4824
乙烯	   -4.9168	4825
话剧	   -4.9170	4826
只需	   -4.9174	4827
写真	   -4.9176	4828
局副	   -4.9177	4829
映射	   -4.9180	4830
迭戈	   -4.9181	4831
罪犯	   -4.9183	4832
意甲	   -4.9183	4833
曾获	   -4.9189	4834
谴责	   -4.9191	4835
森纳	   -4.9192	4836
碳酸	   -4.9193	4837
奖典	   -4.9194	4838
神庙	   -4.9198	4839
奇兵	   -4.9198	4840
然气	   -4.9199	4841
悠久	   -4.9200	4842
披露	   -4.9200	4843
荣耀	   -4.9201	4844
差距	   -4.9202	4845
争夺	   -4.9203	4846
蔷薇	   -4.9208	4847
哺乳	   -4.9214	4848
移居	   -4.9215	4849
庄园	   -4.9217	4850
封闭	   -4.9226	4851
囗囗	   -4.9228	4852
菩萨	   -4.9230	4853
澎湖	   -4.9230	4854
蒂耶	   -4.9235	4855
短暂	   -4.9238	4856
修饰	   -4.9239	4857
佐敦	   -4.9240	4858
选票	   -4.9241	4859
蒙塔	   -4.9243	4860
各职	   -4.9244	4861
圣约	   -4.9245	4862
灵顿	   -4.9246	4863
首届	   -4.9247	4864
百货	   -4.9249	4865
拳击	   -4.9250	4866
夺冠	   -4.9251	4867
情歌	   -4.9252	4868
危害	   -4.9253	4869
百楽	   -4.9255	4870
纳森	   -4.9256	4871
灵魂	   -4.9259	4872
塞隆	   -4.9260	4873
句丽	   -4.9270	4874
诺威	   -4.9271	4875
点实	   -4.9272	4876
拓扑	   -4.9287	4877
官话	   -4.9294	4878
又译	   -4.9294	4879
某种	   -4.9296	4880
百六	   -4.9298	4881
应堆	   -4.9300	4882
瓦茨	   -4.9304	4883
撤回	   -4.9311	4884
荔枝	   -4.9311	4885
精灵	   -4.9314	4886
承诺	   -4.9317	4887
罪案	   -4.9318	4888
甲烷	   -4.9320	4889
刊登	   -4.9321	4890
诊断	   -4.9325	4891
谷歌	   -4.9327	4892
速滑	   -4.9329	4893
皇岛	   -4.9331	4894
客流	   -4.9331	4895
黄花	   -4.9335	4896
诺瓦	   -4.9336	4897
莫雷	   -4.9342	4898
楼梦	   -4.9345	4899
庄乡	   -4.9354	4900
畔圣	   -4.9357	4901
灌木	   -4.9360	4902
感受	   -4.9363	4903
走廊	   -4.9363	4904
百花	   -4.9367	4905
青龙	   -4.9369	4906
阳郡	   -4.9370	4907
该片	   -4.9371	4908
粉丝	   -4.9376	4909
甲午	   -4.9376	4910
违纪	   -4.9376	4911
干扰	   -4.9380	4912
幸存	   -4.9384	4913
恭喜	   -4.9384	4914
艺复	   -4.9385	4915
左侧	   -4.9385	4916
告知	   -4.9385	4917
先蒿	   -4.9387	4918
两座	   -4.9388	4919
閲覧	   -4.9390	4920
回收	   -4.9391	4921
青森	   -4.9391	4922
临沂	   -4.9395	4923
射炮	   -4.9396	4924
淄博	   -4.9396	4925
贵妃	   -4.9398	4926
姉妹	   -4.9403	4927
赫梅	   -4.9405	4928
食堂	   -4.9408	4929
赞助	   -4.9410	4930
术协	   -4.9411	4931
贝勒	   -4.9415	4932
查证	   -4.9418	4933
婚礼	   -4.9418	4934
光荣	   -4.9419	4935
钟楼	   -4.9422	4936
必填	   -4.9423	4937
始皇	   -4.9428	4938
较低	   -4.9437	4939
萨雷	   -4.9438	4940
娜塔	   -4.9438	4941
楽兎	   -4.9438	4942
延续	   -4.9440	4943
据说	   -4.9442	4944
勒冈	   -4.9442	4945
求助	   -4.9443	4946
阴谋	   -4.9444	4947
朗茨	   -4.9445	4948
勇敢	   -4.9448	4949
刚刚	   -4.9448	4950
件簿	   -4.9448	4951
青衣	   -4.9449	4952
母舰	   -4.9451	4953
核酸	   -4.9452	4954
豁免	   -4.9454	4955
黑啤	   -4.9456	4956
刘姓	   -4.9458	4957
刻薄	   -4.9459	4958
解剖	   -4.9461	4959
消灭	   -4.9461	4960
守护	   -4.9461	4961
苏黎	   -4.9461	4962
改良	   -4.9462	4963
隆拿	   -4.9466	4964
打歌	   -4.9468	4965
希姆	   -4.9469	4966
棋棋	   -4.9475	4967
约旦	   -4.9476	4968
酒吧	   -4.9487	4969
陵园	   -4.9487	4970
恐龙	   -4.9489	4971
桑切	   -4.9490	4972
领先	   -4.9493	4973
牛奶	   -4.9493	4974
勒密	   -4.9496	4975
际航	   -4.9497	4976
汉密	   -4.9499	4977
你知	   -4.9500	4978
双溪	   -4.9502	4979
决策	   -4.9504	4980
韦恩	   -4.9504	4981
暗示	   -4.9506	4982
离婚	   -4.9511	4983
藤井	   -4.9513	4984
俄勒	   -4.9518	4985
反复	   -4.9522	4986
氢氧	   -4.9523	4987
繁荣	   -4.9525	4988
熊猫	   -4.9535	4989
包装	   -4.9536	4990
节假	   -4.9540	4991
精选	   -4.9541	4992
礼拜	   -4.9548	4993
贷款	   -4.9548	4994
核糖	   -4.9549	4995
氏宗	   -4.9549	4996
贞观	   -4.9549	4997
魔鬼	   -4.9549	4998
神病	   -4.9551	4999
纽伦	   -4.9551	5000
友情	   -4.9552	5001
莎贝	   -4.9559	5002
健身	   -4.9561	5003
龙潭	   -4.9561	5004
降落	   -4.9563	5005
舰只	   -4.9563	5006
伦贝	   -4.9568	5007
老婆	   -4.9571	5008
右侧	   -4.9572	5009
创意	   -4.9572	5010
完颜	   -4.9576	5011
叙述	   -4.9578	5012
放置	   -4.9579	5013
受贿	   -4.9585	5014
桥街	   -4.9586	5015
抱歉	   -4.9594	5016
老鼠	   -4.9597	5017
沪昆	   -4.9600	5018
乔丹	   -4.9601	5019
奇艺	   -4.9602	5020
废讨	   -4.9613	5021
模版	   -4.9615	5022
辩论	   -4.9617	5023
悬挂	   -4.9617	5024
该项	   -4.9621	5025
纹章	   -4.9627	5026
域帐	   -4.9633	5027
爱奇	   -4.9636	5028
泳锦	   -4.9639	5029
酸钠	   -4.9649	5030
八幡	   -4.9651	5031
说话	   -4.9654	5032
另见	   -4.9654	5033
伝説	   -4.9655	5034
含量	   -4.9658	5035
卫舰	   -4.9658	5036
越秀	   -4.9658	5037
左岸	   -4.9659	5038
剧团	   -4.9664	5039
春晚	   -4.9664	5040
务管	   -4.9666	5041
死神	   -4.9668	5042
早晨	   -4.9669	5043
防守	   -4.9670	5044
灭亡	   -4.9674	5045
厅厅	   -4.9684	5046
妖精	   -4.9684	5047
老街	   -4.9685	5048
处处	   -4.9687	5049
巡演	   -4.9687	5050
唐玄	   -4.9690	5051
微笑	   -4.9691	5052
身攻	   -4.9693	5053
穆勒	   -4.9695	5054
处死	   -4.9697	5055
初始	   -4.9698	5056
攻略	   -4.9704	5057
扰乱	   -4.9708	5058
勒莫	   -4.9715	5059
止点	   -4.9720	5060
雨宫	   -4.9720	5061
葵涌	   -4.9725	5062
瓦伦	   -4.9726	5063
支那	   -4.9727	5064
渡辺	   -4.9728	5065
反派	   -4.9735	5066
诸葛	   -4.9741	5067
无意	   -4.9742	5068
儿园	   -4.9752	5069
但没	   -4.9754	5070
农红	   -4.9759	5071
春节	   -4.9761	5072
茱莉	   -4.9764	5073
衣服	   -4.9765	5074
初回	   -4.9767	5075
麻烦	   -4.9769	5076
鲍勃	   -4.9772	5077
席执	   -4.9773	5078
娃娃	   -4.9773	5079
商丘	   -4.9777	5080
毛蕨	   -4.9777	5081
黄冈	   -4.9783	5082
莱姆	   -4.9783	5083
陈姓	   -4.9784	5084
酰胺	   -4.9784	5085
詹森	   -4.9785	5086
那就	   -4.9786	5087
均每	   -4.9786	5088
先秦	   -4.9790	5089
庭帝	   -4.9793	5090
玉皇	   -4.9800	5091
谢菲	   -4.9805	5092
监测	   -4.9808	5093
演变	   -4.9811	5094
暴雨	   -4.9812	5095
牛顿	   -4.9816	5096
冷却	   -4.9823	5097
嫁给	   -4.9823	5098
棒棒	   -4.9824	5099
习俗	   -4.9827	5100
酒井	   -4.9830	5101
旧居	   -4.9838	5102
佩奇	   -4.9841	5103
缺陷	   -4.9845	5104
永兴	   -4.9850	5105
耳草	   -4.9858	5106
郭富	   -4.9859	5107
鱼座	   -4.9862	5108
草稿	   -4.9862	5109
形势	   -4.9862	5110
结论	   -4.9865	5111
宫灬	   -4.9869	5112
支撑	   -4.9871	5113
岐阜	   -4.9874	5114
客观	   -4.9879	5115
龙胆	   -4.9881	5116
供稿	   -4.9888	5117
变迁	   -4.9890	5118
恶意	   -4.9890	5119
演艺	   -4.9890	5120
干燥	   -4.9891	5121
就算	   -4.9895	5122
榴弹	   -4.9901	5123
捐赠	   -4.9907	5124
韦伯	   -4.9915	5125
神祇	   -4.9915	5126
巡航	   -4.9915	5127
边防	   -4.9918	5128
见证	   -4.9919	5129
术博	   -4.9920	5130
圣玛	   -4.9920	5131
告宣	   -4.9924	5132
警备	   -4.9931	5133
周深	   -4.9933	5134
损害	   -4.9940	5135
风貌	   -4.9945	5136
蝠侠	   -4.9945	5137
贝蒂	   -4.9950	5138
侮辱	   -4.9951	5139
康辛	   -4.9952	5140
沙群	   -4.9955	5141
霍恩	   -4.9957	5142
觉辨	   -4.9957	5143
储备	   -4.9960	5144
反革	   -4.9960	5145
认知	   -4.9963	5146
济宁	   -4.9967	5147
辞去	   -4.9968	5148
该剧	   -4.9971	5149
越野	   -4.9973	5150
奇迹	   -4.9977	5151
刘易	   -4.9980	5152
预警	   -4.9982	5153
勳章	   -4.9982	5154
秦始	   -4.9986	5155
右侍	   -4.9986	5156
消耗	   -4.9988	5157
沙滩	   -4.9991	5158
爱丁	   -5.0000	5159
峡谷	   -5.0000	5160
键盘	   -5.0008	5161
印章	   -5.0015	5162
礼仪	   -5.0016	5163
屋顶	   -5.0016	5164
准则	   -5.0017	5165
搭档	   -5.0022	5166
楼梯	   -5.0023	5167
宫廷	   -5.0025	5168
八旗	   -5.0030	5169
木材	   -5.0031	5170
思汗	   -5.0036	5171
讲话	   -5.0037	5172
伦瑞	   -5.0039	5173
酒泉	   -5.0040	5174
但未	   -5.0049	5175
迪恩	   -5.0050	5176
迪耶	   -5.0051	5177
强奸	   -5.0052	5178
涵盖	   -5.0056	5179
艾森	   -5.0058	5180
传染	   -5.0058	5181
津泰	   -5.0058	5182
述摘	   -5.0058	5183
八卦	   -5.0061	5184
永嘉	   -5.0061	5185
施密	   -5.0061	5186
围攻	   -5.0063	5187
曾担	   -5.0065	5188
仓库	   -5.0068	5189
右岸	   -5.0068	5190
点击	   -5.0074	5191
放映	   -5.0077	5192
描写	   -5.0080	5193
搭载	   -5.0082	5194
橡胶	   -5.0083	5195
抽象	   -5.0084	5196
趋势	   -5.0084	5197
芭芭	   -5.0088	5198
练习	   -5.0089	5199
狐狸	   -5.0091	5200
姆森	   -5.0093	5201
背叛	   -5.0096	5202
烈火	   -5.0096	5203
窟寺	   -5.0097	5204
莫瑞	   -5.0097	5205
讽刺	   -5.0105	5206
休闲	   -5.0105	5207
功勋	   -5.0109	5208
看见	   -5.0112	5209
铸造	   -5.0114	5210
复仇	   -5.0123	5211
奇妙	   -5.0124	5212
菊池	   -5.0126	5213
较少	   -5.0130	5214
反恐	   -5.0132	5215
即今	   -5.0133	5216
弹药	   -5.0133	5217
弟象	   -5.0133	5218
选拔	   -5.0134	5219
绵阳	   -5.0134	5220
宝鸡	   -5.0136	5221
酸酯	   -5.0136	5222
论述	   -5.0139	5223
始祖	   -5.0141	5224
炎确	   -5.0141	5225
泳池	   -5.0143	5226
麻衣	   -5.0145	5227
堡垒	   -5.0146	5228
浪娱	   -5.0146	5229
引见	   -5.0146	5230
宣宗	   -5.0150	5231
受限	   -5.0151	5232
料库	   -5.0155	5233
引导	   -5.0156	5234
忆录	   -5.0159	5235
驳回	   -5.0159	5236
膨胀	   -5.0163	5237
彭鹏	   -5.0164	5238
魔术	   -5.0165	5239
模糊	   -5.0169	5240
丽丝	   -5.0169	5241
卓越	   -5.0170	5242
愤怒	   -5.0176	5243
囚犯	   -5.0177	5244
毁灭	   -5.0178	5245
横滨	   -5.0178	5246
今井	   -5.0180	5247
未婚	   -5.0181	5248
填写	   -5.0184	5249
待遇	   -5.0185	5250
赔偿	   -5.0193	5251
墨菲	   -5.0193	5252
蛋糕	   -5.0194	5253
耀晨	   -5.0194	5254
环绕	   -5.0197	5255
嘌呤	   -5.0197	5256
右派	   -5.0201	5257
聚落	   -5.0201	5258
仆射	   -5.0206	5259
草莓	   -5.0207	5260
昆仑	   -5.0211	5261
圣皮	   -5.0215	5262
弗赖	   -5.0216	5263
舰艇	   -5.0219	5264
害怕	   -5.0219	5265
冲锋	   -5.0220	5266
告牌	   -5.0220	5267
尊敬	   -5.0222	5268
驻扎	   -5.0222	5269
恶魔	   -5.0223	5270
赤峰	   -5.0229	5271
莉娜	   -5.0233	5272
团团	   -5.0236	5273
收回	   -5.0237	5274
乙醇	   -5.0237	5275
选项	   -5.0239	5276
刘宋	   -5.0239	5277
求快	   -5.0240	5278
芭蕾	   -5.0251	5279
茂宜	   -5.0252	5280
艾蒂	   -5.0252	5281
缺席	   -5.0256	5282
午夜	   -5.0256	5283
纷纷	   -5.0264	5284
混血	   -5.0266	5285
打冠	   -5.0269	5286
遵循	   -5.0272	5287
赫曼	   -5.0272	5288
週榜	   -5.0273	5289
刘少	   -5.0276	5290
供给	   -5.0277	5291
奶奶	   -5.0281	5292
好评	   -5.0288	5293
实质	   -5.0297	5294
圣乔	   -5.0297	5295
桥头	   -5.0305	5296
径锦	   -5.0305	5297
搬迁	   -5.0307	5298
剥夺	   -5.0308	5299
杜塞	   -5.0312	5300
废弃	   -5.0313	5301
瞄准	   -5.0313	5302
宋庆	   -5.0316	5303
啦啦	   -5.0317	5304
造厂	   -5.0320	5305
宪章	   -5.0321	5306
话页	   -5.0324	5307
散骑	   -5.0328	5308
枪击	   -5.0331	5309
疑问	   -5.0338	5310
即便	   -5.0338	5311
乙酰	   -5.0339	5312
强迫	   -5.0340	5313
识形	   -5.0343	5314
虐待	   -5.0343	5315
骚乱	   -5.0344	5316
汽油	   -5.0344	5317
圣若	   -5.0347	5318
涡轮	   -5.0350	5319
羊羊	   -5.0350	5320
股权	   -5.0351	5321
包裹	   -5.0351	5322
召唤	   -5.0354	5323
牙买	   -5.0354	5324
杀案	   -5.0361	5325
精卫	   -5.0361	5326
支配	   -5.0363	5327
好好	   -5.0363	5328
罕见	   -5.0367	5329
丝绸	   -5.0369	5330
婆婆	   -5.0369	5331
深刻	   -5.0377	5332
横浜	   -5.0377	5333
测绘	   -5.0380	5334
佐野	   -5.0380	5335
魔戒	   -5.0385	5336
着陆	   -5.0388	5337
宜岛	   -5.0389	5338
寂寞	   -5.0391	5339
乘降	   -5.0392	5340
独裁	   -5.0397	5341
招收	   -5.0399	5342
推测	   -5.0399	5343
蒂诺	   -5.0402	5344
收获	   -5.0403	5345
观念	   -5.0404	5346
边框	   -5.0410	5347
壹週	   -5.0413	5348
火炬	   -5.0414	5349
或删	   -5.0415	5350
夜叉	   -5.0421	5351
丑闻	   -5.0422	5352
邮票	   -5.0422	5353
饮料	   -5.0422	5354
俘虏	   -5.0422	5355
较好	   -5.0426	5356
遇刺	   -5.0426	5357
抢劫	   -5.0428	5358
罹患	   -5.0429	5359
纸币	   -5.0437	5360
棒堂	   -5.0440	5361
反击	   -5.0442	5362
库曼	   -5.0443	5363
永宁	   -5.0443	5364
师师	   -5.0446	5365
追尊	   -5.0448	5366
先知	   -5.0448	5367
录像	   -5.0450	5368
反坦	   -5.0454	5369
祠堂	   -5.0464	5370
拓展	   -5.0465	5371
范畴	   -5.0467	5372
脊椎	   -5.0467	5373
身边	   -5.0467	5374
绑架	   -5.0473	5375
幽灵	   -5.0473	5376
哪座	   -5.0483	5377
速率	   -5.0486	5378
振兴	   -5.0487	5379
还曾	   -5.0487	5380
雨果	   -5.0489	5381
宜宾	   -5.0497	5382
奉命	   -5.0499	5383
摄像	   -5.0501	5384
搭配	   -5.0503	5385
善良	   -5.0507	5386
耶鲁	   -5.0507	5387
宣誓	   -5.0511	5388
汪精	   -5.0513	5389
刺客	   -5.0513	5390
庆龄	   -5.0514	5391
熊座	   -5.0514	5392
就职	   -5.0520	5393
频繁	   -5.0523	5394
积压	   -5.0523	5395
温哥	   -5.0527	5396
戊戌	   -5.0527	5397
七段	   -5.0527	5398
沿途	   -5.0534	5399
贝库	   -5.0534	5400
氯酸	   -5.0535	5401
熙帝	   -5.0538	5402
持股	   -5.0540	5403
隍庙	   -5.0541	5404
临汾	   -5.0544	5405
鱼岛	   -5.0547	5406
就好	   -5.0547	5407
萨莫	   -5.0547	5408
莫桑	   -5.0549	5409
赖恩	   -5.0557	5410
叔叔	   -5.0557	5411
扫描	   -5.0559	5412
就没	   -5.0564	5413
置或	   -5.0564	5414
屏蔽	   -5.0565	5415
曼恩	   -5.0568	5416
赋予	   -5.0571	5417
痛苦	   -5.0571	5418
芬妮	   -5.0571	5419
挂牌	   -5.0572	5420
糖尿	   -5.0575	5421
枢密	   -5.0578	5422
停刊	   -5.0586	5423
夜晚	   -5.0588	5424
商银	   -5.0594	5425
狙击	   -5.0595	5426
惯例	   -5.0598	5427
许昌	   -5.0598	5428
试剂	   -5.0599	5429
创刊	   -5.0601	5430
野町	   -5.0601	5431
鸡奖	   -5.0607	5432
婴儿	   -5.0609	5433
椭圆	   -5.0611	5434
恐惧	   -5.0612	5435
说服	   -5.0612	5436
迪拜	   -5.0615	5437
胡锦	   -5.0617	5438
玖巧	   -5.0617	5439
巧仔	   -5.0617	5440
隆男	   -5.0617	5441
